日付,銘柄名,コード,業種,TOPIXに占める個別銘柄のウエイト,ニューインデックス区分
20250829,良品計画,7453,小売業,0.1688%,TOPIX Mid400
20250829,松田産業,7456,卸売業,0.0071%,TOPIX Small 1
20250829,第一興商,7458,卸売業,0.0158%,TOPIX Mid400
20250829,メディパルホールディングス,7459,卸売業,0.0688%,TOPIX Mid400
20250829,アドヴァングループ,7463,小売業,0.0018%,TOPIX Small 2
20250829,ＳＰＫ,7466,卸売業,0.0023%,TOPIX Small 2
20250829,萩原電気ホールディングス,7467,卸売業,0.0037%,TOPIX Small 2
20250829,アルビス,7475,小売業,0.0025%,TOPIX Small 2
20250829,アズワン,7476,卸売業,0.0180%,TOPIX Mid400
20250829,スズデン,7480,卸売業,0.0024%,TOPIX Small 2
20250829,シモジマ,7482,卸売業,0.0021%,TOPIX Small 2
20250829,ドウシシャ,7483,卸売業,0.0059%,TOPIX Small 2
20250829,高速,7504,卸売業,0.0042%,TOPIX Small 2
20250829,Ｇ‐７ホールディングス,7508,小売業,0.0036%,TOPIX Small 2
20250829,たけびし,7510,卸売業,0.0020%,TOPIX Small 2
20250829,イオン北海道,7512,小売業,0.0055%,TOPIX Small 1
20250829,コジマ,7513,小売業,0.0045%,TOPIX Small 1
20250829,コーナン商事,7516,小売業,0.0107%,TOPIX Small 1
20250829,エコス,7520,小売業,0.0024%,TOPIX Small 2
20250829,ワタミ,7522,小売業,0.0029%,TOPIX Small 2
20250829,リックス,7525,卸売業,0.0018%,TOPIX Small 2
20250829,システムソフト,7527,情報・通信業,0.0005%,TOPIX Small 2
20250829,パン・パシフィック・インターナショナルホールディングス,7532,小売業,0.2616%,TOPIX Mid400
20250829,丸文,7537,卸売業,0.0026%,TOPIX Small 2
20250829,西松屋チェーン,7545,小売業,0.0115%,TOPIX Small 1
20250829,ゼンショーホールディングス,7550,小売業,0.1285%,TOPIX Mid400
20250829,ハピネット,7552,卸売業,0.0129%,TOPIX Small 1
20250829,幸楽苑,7554,小売業,0.0022%,TOPIX Small 2
20250829,橋本総業ホールディングス,7570,卸売業,0.0012%,TOPIX Small 2
20250829,日本ライフライン,7575,卸売業,0.0089%,TOPIX Small 1
20250829,サイゼリヤ,7581,小売業,0.0167%,TOPIX Small 1
20250829,タカショー,7590,卸売業,0.0009%,TOPIX Small 2
20250829,ＶＴホールディングス,7593,小売業,0.0046%,TOPIX Small 1
20250829,アルゴグラフィックス,7595,情報・通信業,0.0089%,TOPIX Small 2
20250829,魚力,7596,小売業,0.0021%,TOPIX Small 2
20250829,ＩＤＯＭ,7599,卸売業,0.0083%,TOPIX Small 1
20250829,日本エム・ディ・エム,7600,精密機器,0.0009%,TOPIX Small 2
20250829,フジ・コーポレーション,7605,小売業,0.0009%,TOPIX Small 2
20250829,ユナイテッドアローズ,7606,小売業,0.0054%,TOPIX Small 1
20250829,進和,7607,卸売業,0.0047%,TOPIX Small 2
20250829,ダイトロン,7609,卸売業,0.0041%,TOPIX Small 2
20250829,ハイデイ日高,7611,小売業,0.0146%,TOPIX Small 1
20250829,シークス,7613,卸売業,0.0051%,TOPIX Small 1
20250829,コロワイド,7616,小売業,0.0267%,TOPIX Mid400
20250829,オーハシテクニカ,7628,卸売業,0.0026%,TOPIX Small 2
20250829,壱番屋,7630,小売業,0.0093%,TOPIX Small 1
20250829,白銅,7637,卸売業,0.0016%,TOPIX Small 2
20250829,スギホールディングス,7649,小売業,0.0484%,TOPIX Mid400
20250829,薬王堂ホールディングス,7679,小売業,0.0027%,TOPIX Small 2
20250829,ダブルエー,7683,小売業,0.0008%,TOPIX Small 2
20250829,島津製作所,7701,精密機器,0.1195%,TOPIX Mid400
20250829,ＪＭＳ,7702,精密機器,0.0009%,TOPIX Small 2
20250829,長野計器,7715,精密機器,0.0031%,TOPIX Small 1
20250829,ブイ・テクノロジー,7717,精密機器,0.0034%,TOPIX Small 2
20250829,スター精密,7718,機械,0.0063%,TOPIX Small 1
20250829,東京計器,7721,精密機器,0.0072%,TOPIX Small 1
20250829,愛知時計電機,7723,精密機器,0.0029%,TOPIX Small 2
20250829,インターアクション,7725,精密機器,0.0020%,TOPIX Small 2
20250829,東京精密,7729,精密機器,0.0396%,TOPIX Mid400
20250829,マニー,7730,精密機器,0.0113%,TOPIX Mid400
20250829,ニコン,7731,精密機器,0.0573%,TOPIX Mid400
20250829,トプコン,7732,精密機器,0.0428%,TOPIX Mid400
20250829,オリンパス,7733,精密機器,0.2187%,TOPIX Large70
20250829,理研計器,7734,精密機器,0.0107%,TOPIX Small 1
20250829,ＳＣＲＥＥＮホールディングス,7735,電気機器,0.1090%,TOPIX Mid400
20250829,キヤノン電子,7739,電気機器,0.0066%,TOPIX Small 1
20250829,タムロン,7740,精密機器,0.0119%,TOPIX Small 1
20250829,ＨＯＹＡ,7741,精密機器,0.8494%,TOPIX Core30
20250829,ノーリツ鋼機,7744,精密機器,0.0109%,TOPIX Small 1
20250829,Ａ＆Ｄホロンホールディングス,7745,精密機器,0.0057%,TOPIX Small 1
20250829,朝日インテック,7747,精密機器,0.0709%,TOPIX Mid400
20250829,キヤノン,7751,電気機器,0.4476%,TOPIX Large70
20250829,リコー,7752,電気機器,0.0771%,TOPIX Mid400
20250829,シチズン時計,7762,精密機器,0.0214%,TOPIX Small 1
20250829,メニコン,7780,精密機器,0.0103%,TOPIX Small 1
20250829,パラマウントベッドホールディングス,7817,その他製品,0.0129%,TOPIX Small 1
20250829,トランザクション,7818,その他製品,0.0031%,TOPIX Small 2
20250829,ニホンフラッシュ,7820,その他製品,0.0015%,TOPIX Small 2
20250829,前田工繊,7821,その他製品,0.0084%,TOPIX Small 1
20250829,アートネイチャー,7823,その他製品,0.0019%,TOPIX Small 2
20250829,フルヤ金属,7826,その他製品,0.0049%,TOPIX Small 1
20250829,バンダイナムコホールディングス,7832,その他製品,0.3123%,TOPIX Large70
20250829,ＳＨＯＥＩ,7839,その他製品,0.0111%,TOPIX Small 1
20250829,フランスベッドホールディングス,7840,その他製品,0.0038%,TOPIX Small 2
20250829,マーベラス,7844,情報・通信業,0.0024%,TOPIX Small 2
20250829,パイロットコーポレーション,7846,その他製品,0.0158%,TOPIX Mid400
20250829,萩原工業,7856,その他製品,0.0025%,TOPIX Small 2
20250829,エイベックス,7860,情報・通信業,0.0055%,TOPIX Small 1
20250829,フジシールインターナショナル,7864,その他製品,0.0149%,TOPIX Small 1
20250829,タカラトミー,7867,その他製品,0.0326%,TOPIX Mid400
20250829,広済堂ホールディングス,7868,その他製品,0.0038%,TOPIX Small 2
20250829,レック,7874,化学,0.0035%,TOPIX Small 2
20250829,三光合成,7888,化学,0.0026%,TOPIX Small 2
20250829,プロネクサス,7893,その他製品,0.0026%,TOPIX Small 2
20250829,ＴＯＰＰＡＮホールディングス,7911,その他製品,0.1064%,TOPIX Mid400
20250829,大日本印刷,7912,その他製品,0.1114%,TOPIX Mid400
20250829,共同印刷,7914,その他製品,0.0040%,TOPIX Small 2
20250829,ＮＩＳＳＨＡ,7915,その他製品,0.0059%,TOPIX Small 1
20250829,ＺＡＣＲＯＳ,7917,化学,0.0076%,TOPIX Small 2
20250829,ＴＡＫＡＲＡ　＆　ＣＯＭＰＡＮＹ,7921,その他製品,0.0049%,TOPIX Small 2
20250829,前澤化成工業,7925,化学,0.0035%,TOPIX Small 2
20250829,未来工業,7931,化学,0.0042%,TOPIX Small 2
20250829,アシックス,7936,その他製品,0.3525%,TOPIX Mid400
20250829,ツツミ,7937,その他製品,0.0012%,TOPIX Small 2
20250829,ＪＳＰ,7942,化学,0.0037%,TOPIX Small 2
20250829,ニチハ,7943,ガラス・土石製品,0.0084%,TOPIX Small 1
20250829,ローランド,7944,その他製品,0.0061%,TOPIX Small 1
20250829,エフピコ,7947,化学,0.0134%,TOPIX Small 1
20250829,小松ウオール工業,7949,その他製品,0.0040%,TOPIX Small 2
20250829,ヤマハ,7951,その他製品,0.0379%,TOPIX Mid400
20250829,河合楽器製作所,7952,その他製品,0.0018%,TOPIX Small 2
20250829,クリナップ,7955,その他製品,0.0017%,TOPIX Small 2
20250829,ピジョン,7956,その他製品,0.0244%,TOPIX Mid400
20250829,キングジム,7962,その他製品,0.0017%,TOPIX Small 2
20250829,象印マホービン,7965,電気機器,0.0105%,TOPIX Small 1
20250829,リンテック,7966,その他製品,0.0151%,TOPIX Small 1
20250829,信越ポリマー,7970,化学,0.0093%,TOPIX Small 1
20250829,イトーキ,7972,その他製品,0.0118%,TOPIX Small 1
20250829,任天堂,7974,その他製品,1.9264%,TOPIX Core30
20250829,三菱鉛筆,7976,その他製品,0.0062%,TOPIX Small 1
20250829,松風,7979,精密機器,0.0045%,TOPIX Small 2
20250829,タカラスタンダード,7981,その他製品,0.0137%,TOPIX Small 1
20250829,コクヨ,7984,その他製品,0.0436%,TOPIX Mid400
20250829,ナカバヤシ,7987,その他製品,0.0014%,TOPIX Small 2
20250829,ニフコ,7988,化学,0.0366%,TOPIX Mid400
20250829,立川ブラインド工業,7989,金属製品,0.0022%,TOPIX Small 2
20250829,グローブライド,7990,その他製品,0.0054%,TOPIX Small 1
20250829,オカムラ,7994,その他製品,0.0164%,TOPIX Small 1
20250829,バルカー,7995,化学,0.0067%,TOPIX Small 1
20250829,伊藤忠商事,8001,卸売業,1.3691%,TOPIX Core30
20250829,丸紅,8002,卸売業,0.6741%,TOPIX Large70
20250829,スクロール,8005,小売業,0.0039%,TOPIX Small 1
20250829,ヨンドシーホールディングス,8008,小売業,0.0039%,TOPIX Small 1
20250829,三陽商会,8011,繊維製品,0.0037%,TOPIX Small 2
20250829,長瀬産業,8012,卸売業,0.0329%,TOPIX Mid400
20250829,蝶理,8014,卸売業,0.0051%,TOPIX Small 2
20250829,豊田通商,8015,卸売業,0.2893%,TOPIX Mid400
20250829,オンワードホールディングス,8016,繊維製品,0.0096%,TOPIX Small 1
20250829,三共生興,8018,卸売業,0.0020%,TOPIX Small 2
20250829,兼松,8020,卸売業,0.0317%,TOPIX Mid400
20250829,美津濃,8022,その他製品,0.0177%,TOPIX Small 1
20250829,ルックホールディングス,8029,繊維製品,0.0019%,TOPIX Small 2
20250829,三井物産,8031,卸売業,1.1946%,TOPIX Core30
20250829,日本紙パルプ商事,8032,卸売業,0.0081%,TOPIX Small 2
20250829,東京エレクトロン,8035,電気機器,1.0026%,TOPIX Core30
20250829,カメイ,8037,卸売業,0.0064%,TOPIX Small 2
20250829,スターゼン,8043,卸売業,0.0060%,TOPIX Small 2
20250829,セイコーグループ,8050,精密機器,0.0230%,TOPIX Small 1
20250829,山善,8051,卸売業,0.0112%,TOPIX Small 1
20250829,椿本興業,8052,卸売業,0.0040%,TOPIX Small 2
20250829,住友商事,8053,卸売業,0.6028%,TOPIX Large70
20250829,ＢＩＰＲＯＧＹ,8056,情報・通信業,0.0494%,TOPIX Mid400
20250829,内田洋行,8057,卸売業,0.0096%,TOPIX Small 1
20250829,三菱商事,8058,卸売業,1.5034%,TOPIX Core30
20250829,第一実業,8059,卸売業,0.0061%,TOPIX Small 2
20250829,キヤノンマーケティングジャパン,8060,卸売業,0.0327%,TOPIX Mid400
20250829,西華産業,8061,卸売業,0.0068%,TOPIX Small 2
20250829,佐藤商事,8065,卸売業,0.0029%,TOPIX Small 2
20250829,東京産業,8070,卸売業,0.0022%,TOPIX Small 2
20250829,ユアサ商事,8074,卸売業,0.0103%,TOPIX Small 1
20250829,神鋼商事,8075,卸売業,0.0036%,TOPIX Small 2
20250829,阪和興業,8078,卸売業,0.0254%,TOPIX Small 1
20250829,正栄食品工業,8079,卸売業,0.0065%,TOPIX Small 1
20250829,カナデン,8081,卸売業,0.0034%,TOPIX Small 2
20250829,ＲＹＯＤＥＮ,8084,卸売業,0.0057%,TOPIX Small 2
20250829,ニプロ,8086,精密機器,0.0287%,TOPIX Mid400
20250829,岩谷産業,8088,卸売業,0.0390%,TOPIX Mid400
20250829,極東貿易,8093,卸売業,0.0023%,TOPIX Small 2
20250829,アステナホールディングス,8095,卸売業,0.0024%,TOPIX Small 2
20250829,三愛オブリ,8097,卸売業,0.0118%,TOPIX Small 1
20250829,稲畑産業,8098,卸売業,0.0223%,TOPIX Small 1
20250829,ＧＳＩクレオス,8101,卸売業,0.0031%,TOPIX Small 2
20250829,明和産業,8103,卸売業,0.0028%,TOPIX Small 2
20250829,ゴールドウイン,8111,繊維製品,0.0296%,TOPIX Mid400
20250829,ユニ・チャーム,8113,化学,0.1413%,TOPIX Large70
20250829,ワキタ,8125,卸売業,0.0066%,TOPIX Small 2
20250829,東邦ホールディングス,8129,卸売業,0.0341%,TOPIX Mid400
20250829,サンゲツ,8130,卸売業,0.0188%,TOPIX Small 1
20250829,ミツウロコグループホールディングス,8131,卸売業,0.0063%,TOPIX Small 2
20250829,シナネンホールディングス,8132,卸売業,0.0040%,TOPIX Small 2
20250829,伊藤忠エネクス,8133,卸売業,0.0116%,TOPIX Small 1
20250829,サンリオ,8136,卸売業,0.1520%,TOPIX Mid400
20250829,サンワテクノス,8137,卸売業,0.0029%,TOPIX Small 2
20250829,新光商事,8141,卸売業,0.0031%,TOPIX Small 2
20250829,トーホー,8142,卸売業,0.0037%,TOPIX Small 2
20250829,三信電気,8150,卸売業,0.0027%,TOPIX Small 2
20250829,東陽テクニカ,8151,卸売業,0.0036%,TOPIX Small 2
20250829,モスフードサービス,8153,卸売業,0.0142%,TOPIX Small 1
20250829,加賀電子,8154,卸売業,0.0171%,TOPIX Small 1
20250829,都築電気,8157,情報・通信業,0.0042%,TOPIX Small 2
20250829,ソーダニッカ,8158,卸売業,0.0026%,TOPIX Small 2
20250829,立花エレテック,8159,卸売業,0.0042%,TOPIX Small 2
20250829,木曽路,8160,小売業,0.0090%,TOPIX Small 1
20250829,ＳＲＳホールディングス,8163,小売業,0.0052%,TOPIX Small 2
20250829,千趣会,8165,小売業,0.0012%,TOPIX Small 2
20250829,リテールパートナーズ,8167,小売業,0.0051%,TOPIX Small 2
20250829,上新電機,8173,小売業,0.0060%,TOPIX Small 1
20250829,日本瓦斯,8174,小売業,0.0329%,TOPIX Mid400
20250829,ロイヤルホールディングス,8179,小売業,0.0126%,TOPIX Small 1
20250829,チヨダ,8185,小売業,0.0026%,TOPIX Small 2
20250829,ライフコーポレーション,8194,小売業,0.0115%,TOPIX Small 1
20250829,リンガーハット,8200,小売業,0.0071%,TOPIX Small 1
20250829,ＭｒＭａｘＨＤ,8203,小売業,0.0026%,TOPIX Small 2
20250829,ＡＯＫＩホールディングス,8214,小売業,0.0093%,TOPIX Small 1
20250829,オークワ,8217,小売業,0.0034%,TOPIX Small 2
20250829,コメリ,8218,小売業,0.0109%,TOPIX Small 1
20250829,青山商事,8219,小売業,0.0127%,TOPIX Small 1
20250829,しまむら,8227,小売業,0.0620%,TOPIX Mid400
20250829,高島屋,8233,小売業,0.0424%,TOPIX Mid400
20250829,松屋,8237,小売業,0.0049%,TOPIX Small 1
20250829,エイチ・ツー・オー　リテイリング,8242,小売業,0.0246%,TOPIX Mid400
20250829,近鉄百貨店,8244,小売業,0.0026%,TOPIX Small 2
20250829,丸井グループ,8252,小売業,0.0450%,TOPIX Mid400
20250829,クレディセゾン,8253,その他金融業,0.0541%,TOPIX Mid400
20250829,アクシアル　リテイリング,8255,小売業,0.0076%,TOPIX Small 2
20250829,イオン,8267,小売業,0.5285%,TOPIX Large70
20250829,イズミ,8273,小売業,0.0120%,TOPIX Mid400
20250829,フォーバル,8275,卸売業,0.0014%,TOPIX Small 2
20250829,平和堂,8276,小売業,0.0113%,TOPIX Small 1
20250829,フジ,8278,小売業,0.0090%,TOPIX Small 1
20250829,ヤオコー,8279,小売業,0.0263%,TOPIX Mid400
20250829,ゼビオホールディングス,8281,小売業,0.0037%,TOPIX Small 1
20250829,ケーズホールディングス,8282,小売業,0.0225%,TOPIX Mid400
20250829,ＰＡＬＴＡＣ,8283,卸売業,0.0171%,TOPIX Mid400
20250829,三谷産業,8285,卸売業,0.0017%,TOPIX Small 2
20250829,あおぞら銀行,8304,銀行業,0.0357%,TOPIX Mid400
20250829,三菱ＵＦＪフィナンシャル・グループ,8306,銀行業,3.2718%,TOPIX Core30
20250829,りそなホールディングス,8308,銀行業,0.4140%,TOPIX Large70
20250829,三井住友トラストグループ,8309,銀行業,0.3354%,TOPIX Large70
20250829,三井住友フィナンシャルグループ,8316,銀行業,1.8872%,TOPIX Core30
20250829,千葉銀行,8331,銀行業,0.1053%,TOPIX Mid400
20250829,群馬銀行,8334,銀行業,0.0594%,TOPIX Mid400
20250829,武蔵野銀行,8336,銀行業,0.0133%,TOPIX Small 1
20250829,千葉興業銀行,8337,銀行業,0.0081%,TOPIX Small 1
20250829,筑波銀行,8338,銀行業,0.0029%,TOPIX Small 2
20250829,七十七銀行,8341,銀行業,0.0413%,TOPIX Mid400
20250829,秋田銀行,8343,銀行業,0.0053%,TOPIX Small 2
20250829,山形銀行,8344,銀行業,0.0040%,TOPIX Small 2
20250829,岩手銀行,8345,銀行業,0.0053%,TOPIX Small 2
20250829,東邦銀行,8346,銀行業,0.0103%,TOPIX Small 1
20250829,ふくおかフィナンシャルグループ,8354,銀行業,0.0878%,TOPIX Mid400
20250829,スルガ銀行,8358,銀行業,0.0226%,TOPIX Small 1
20250829,八十二銀行,8359,銀行業,0.0734%,TOPIX Mid400
20250829,山梨中央銀行,8360,銀行業,0.0078%,TOPIX Small 2
20250829,大垣共立銀行,8361,銀行業,0.0135%,TOPIX Small 1
20250829,福井銀行,8362,銀行業,0.0040%,TOPIX Small 2
20250829,清水銀行,8364,銀行業,0.0017%,TOPIX Small 2
20250829,滋賀銀行,8366,銀行業,0.0224%,TOPIX Small 1
20250829,南都銀行,8367,銀行業,0.0169%,TOPIX Small 1
20250829,百五銀行,8368,銀行業,0.0177%,TOPIX Small 1
20250829,紀陽銀行,8370,銀行業,0.0235%,TOPIX Small 1
20250829,ほくほくフィナンシャルグループ,8377,銀行業,0.0476%,TOPIX Mid400
20250829,山陰合同銀行,8381,銀行業,0.0190%,TOPIX Small 1
20250829,百十四銀行,8386,銀行業,0.0110%,TOPIX Small 1
20250829,四国銀行,8387,銀行業,0.0047%,TOPIX Small 2
20250829,阿波銀行,8388,銀行業,0.0107%,TOPIX Small 1
20250829,大分銀行,8392,銀行業,0.0064%,TOPIX Small 2
20250829,宮崎銀行,8393,銀行業,0.0063%,TOPIX Small 2
20250829,佐賀銀行,8395,銀行業,0.0038%,TOPIX Small 2
20250829,琉球銀行,8399,銀行業,0.0069%,TOPIX Small 2
20250829,セブン銀行,8410,銀行業,0.0235%,TOPIX Mid400
20250829,みずほフィナンシャルグループ,8411,銀行業,1.4768%,TOPIX Core30
20250829,山口フィナンシャルグループ,8418,銀行業,0.0394%,TOPIX Mid400
20250829,芙蓉総合リース,8424,その他金融業,0.0273%,TOPIX Mid400
20250829,みずほリース,8425,その他金融業,0.0217%,TOPIX Small 1
20250829,東京センチュリー,8439,その他金融業,0.0313%,TOPIX Mid400
20250829,ＳＢＩホールディングス,8473,証券、商品先物取引業,0.2546%,TOPIX Mid400
20250829,日本証券金融,8511,その他金融業,0.0153%,TOPIX Small 1
20250829,アイフル,8515,その他金融業,0.0176%,TOPIX Small 1
20250829,名古屋銀行,8522,銀行業,0.0143%,TOPIX Small 1
20250829,北洋銀行,8524,銀行業,0.0204%,TOPIX Small 1
20250829,愛媛銀行,8541,銀行業,0.0040%,TOPIX Small 2
20250829,京葉銀行,8544,銀行業,0.0123%,TOPIX Small 1
20250829,栃木銀行,8550,銀行業,0.0050%,TOPIX Small 2
20250829,北日本銀行,8551,銀行業,0.0029%,TOPIX Small 2
20250829,東和銀行,8558,銀行業,0.0039%,TOPIX Small 2
20250829,リコーリース,8566,その他金融業,0.0121%,TOPIX Small 1
20250829,イオンフィナンシャルサービス,8570,その他金融業,0.0193%,TOPIX Mid400
20250829,アコム,8572,その他金融業,0.0249%,TOPIX Mid400
20250829,ジャックス,8584,その他金融業,0.0116%,TOPIX Small 1
20250829,オリエントコーポレーション,8585,その他金融業,0.0074%,TOPIX Small 1
20250829,オリックス,8591,その他金融業,0.4964%,TOPIX Large70
20250829,三菱ＨＣキャピタル,8593,その他金融業,0.1370%,TOPIX Mid400
20250829,ジャフコ　グループ,8595,証券、商品先物取引業,0.0173%,TOPIX Mid400
20250829,トモニホールディングス,8600,銀行業,0.0137%,TOPIX Small 1
20250829,大和証券グループ本社,8601,証券、商品先物取引業,0.1861%,TOPIX Mid400
20250829,野村ホールディングス,8604,証券、商品先物取引業,0.4025%,TOPIX Large70
20250829,岡三証券グループ,8609,証券、商品先物取引業,0.0122%,TOPIX Small 1
20250829,丸三証券,8613,証券、商品先物取引業,0.0072%,TOPIX Small 1
20250829,東洋証券,8614,証券、商品先物取引業,0.0031%,TOPIX Small 2
20250829,東海東京フィナンシャル・ホールディングス,8616,証券、商品先物取引業,0.0157%,TOPIX Small 1
20250829,水戸証券,8622,証券、商品先物取引業,0.0034%,TOPIX Small 2
20250829,いちよし証券,8624,証券、商品先物取引業,0.0037%,TOPIX Small 2
20250829,松井証券,8628,証券、商品先物取引業,0.0121%,TOPIX Small 1
20250829,ＳＯＭＰＯホールディングス,8630,保険業,0.4953%,TOPIX Large70
20250829,日本取引所グループ,8697,その他金融業,0.2080%,TOPIX Large70
20250829,マネックスグループ,8698,証券、商品先物取引業,0.0186%,TOPIX Small 1
20250829,極東証券,8706,証券、商品先物取引業,0.0045%,TOPIX Small 1
20250829,岩井コスモホールディングス,8707,証券、商品先物取引業,0.0068%,TOPIX Small 2
20250829,アイザワ証券グループ,8708,証券、商品先物取引業,0.0038%,TOPIX Small 2
20250829,フィデアホールディングス,8713,銀行業,0.0037%,TOPIX Small 2
20250829,池田泉州ホールディングス,8714,銀行業,0.0203%,TOPIX Small 1
20250829,アニコム　ホールディングス,8715,保険業,0.0064%,TOPIX Small 1
20250829,ＭＳ＆ＡＤインシュアランスグループホールディングス,8725,保険業,0.5728%,TOPIX Large70
20250829,スパークス・グループ,8739,証券、商品先物取引業,0.0039%,TOPIX Small 2
20250829,第一生命ホールディングス,8750,保険業,0.5058%,TOPIX Large70
20250829,東京海上ホールディングス,8766,保険業,1.3796%,TOPIX Core30
20250829,イー・ギャランティ,8771,その他金融業,0.0055%,TOPIX Small 1
20250829,ＮＥＣキャピタルソリューション,8793,その他金融業,0.0043%,TOPIX Small 2
20250829,Ｔ＆Ｄホールディングス,8795,保険業,0.2340%,TOPIX Mid400
20250829,アドバンスクリエイト,8798,保険業,0.0006%,TOPIX Small 2
20250829,三井不動産,8801,不動産業,0.4868%,TOPIX Large70
20250829,三菱地所,8802,不動産業,0.4064%,TOPIX Large70
20250829,平和不動産,8803,不動産業,0.0166%,TOPIX Small 1
20250829,東京建物,8804,不動産業,0.0600%,TOPIX Mid400
20250829,京阪神ビルディング,8818,不動産業,0.0059%,TOPIX Small 2
20250829,住友不動産,8830,不動産業,0.2239%,TOPIX Large70
20250829,テーオーシー,8841,不動産業,0.0032%,TOPIX Small 2
20250829,レオパレス２１,8848,不動産業,0.0138%,TOPIX Small 1
20250829,スターツコーポレーション,8850,不動産業,0.0185%,TOPIX Small 1
20250829,フジ住宅,8860,不動産業,0.0022%,TOPIX Small 2
20250829,空港施設,8864,不動産業,0.0033%,TOPIX Small 2
20250829,明和地所,8869,不動産業,0.0020%,TOPIX Small 2
20250829,ゴールドクレスト,8871,不動産業,0.0052%,TOPIX Small 1
20250829,リログループ,8876,サービス業,0.0229%,TOPIX Mid400
20250829,エスリード,8877,不動産業,0.0054%,TOPIX Small 2
20250829,日神グループホールディングス,8881,不動産業,0.0021%,TOPIX Small 2
20250829,エスコン,8892,不動産業,0.0060%,TOPIX Small 1
20250829,ＭＩＲＡＲＴＨホールディングス,8897,不動産業,0.0052%,TOPIX Small 1
20250829,ランド,8918,不動産業,0.0013%,TOPIX Small 2
20250829,カチタス,8919,不動産業,0.0164%,TOPIX Small 1
20250829,東祥,8920,サービス業,0.0014%,TOPIX Small 2
20250829,トーセイ,8923,不動産業,0.0107%,TOPIX Small 1
20250829,サンフロンティア不動産,8934,不動産業,0.0088%,TOPIX Small 1
20250829,ＦＪネクストホールディングス,8935,不動産業,0.0034%,TOPIX Small 2
20250829,グランディハウス,8999,不動産業,0.0012%,TOPIX Small 2
20250829,東武鉄道,9001,陸運業,0.0647%,TOPIX Mid400
20250829,相鉄ホールディングス,9003,陸運業,0.0196%,TOPIX Mid400
20250829,東急,9005,陸運業,0.1196%,TOPIX Mid400
20250829,京浜急行電鉄,9006,陸運業,0.0440%,TOPIX Mid400
20250829,小田急電鉄,9007,陸運業,0.0639%,TOPIX Mid400
20250829,京王電鉄,9008,陸運業,0.0419%,TOPIX Mid400
20250829,京成電鉄,9009,陸運業,0.0543%,TOPIX Mid400
20250829,富士急行,9010,陸運業,0.0060%,TOPIX Small 1
20250829,東日本旅客鉄道,9020,陸運業,0.4569%,TOPIX Large70
20250829,西日本旅客鉄道,9021,陸運業,0.1863%,TOPIX Large70
20250829,東海旅客鉄道,9022,陸運業,0.3464%,TOPIX Large70
20250829,東京地下鉄,9023,陸運業,0.0874%,TOPIX Mid400
20250829,西武ホールディングス,9024,陸運業,0.1334%,TOPIX Mid400
20250829,鴻池運輸,9025,陸運業,0.0133%,TOPIX Small 1
20250829,西日本鉄道,9031,陸運業,0.0148%,TOPIX Mid400
20250829,ハマキョウレックス,9037,陸運業,0.0118%,TOPIX Small 2
20250829,サカイ引越センター,9039,陸運業,0.0085%,TOPIX Small 1
20250829,近鉄グループホールディングス,9041,陸運業,0.0726%,TOPIX Mid400
20250829,阪急阪神ホールディングス,9042,陸運業,0.1325%,TOPIX Mid400
20250829,南海電気鉄道,9044,陸運業,0.0270%,TOPIX Mid400
20250829,京阪ホールディングス,9045,陸運業,0.0383%,TOPIX Mid400
20250829,神戸電鉄,9046,陸運業,0.0015%,TOPIX Small 2
20250829,名古屋鉄道,9048,陸運業,0.0426%,TOPIX Mid400
20250829,山陽電気鉄道,9052,陸運業,0.0037%,TOPIX Small 2
20250829,ヤマトホールディングス,9064,陸運業,0.0694%,TOPIX Mid400
20250829,山九,9065,陸運業,0.0429%,TOPIX Mid400
20250829,日新,9066,倉庫・運輸関連業,0.0043%,TOPIX Small 2
20250829,丸全昭和運輸,9068,陸運業,0.0103%,TOPIX Small 2
20250829,センコーグループホールディングス,9069,陸運業,0.0304%,TOPIX Small 1
20250829,ニッコンホールディングス,9072,陸運業,0.0414%,TOPIX Mid400
20250829,福山通運,9075,陸運業,0.0086%,TOPIX Small 1
20250829,セイノーホールディングス,9076,陸運業,0.0259%,TOPIX Mid400
20250829,神奈川中央交通,9081,陸運業,0.0024%,TOPIX Small 2
20250829,ＡＺ－ＣＯＭ丸和ホールディングス,9090,陸運業,0.0084%,TOPIX Small 1
20250829,日本郵船,9101,海運業,0.2382%,TOPIX Large70
20250829,商船三井,9104,海運業,0.2068%,TOPIX Large70
20250829,川崎汽船,9107,海運業,0.1119%,TOPIX Mid400
20250829,ＮＳユナイテッド海運,9110,海運業,0.0072%,TOPIX Small 1
20250829,飯野海運,9119,海運業,0.0101%,TOPIX Small 1
20250829,九州旅客鉄道,9142,陸運業,0.0713%,TOPIX Mid400
20250829,ＳＧホールディングス,9143,陸運業,0.0611%,TOPIX Mid400
20250829,ＮＩＰＰＯＮ　ＥＸＰＲＥＳＳホールディングス,9147,陸運業,0.0796%,TOPIX Mid400
20250829,日本航空,9201,空運業,0.1646%,TOPIX Mid400
20250829,ＡＮＡホールディングス,9202,空運業,0.1850%,TOPIX Large70
20250829,ビーウィズ,9216,サービス業,0.0009%,TOPIX Small 2
20250829,サンウェルズ,9229,サービス業,0.0009%,TOPIX Small 2
20250829,ＴＲＥホールディングス,9247,サービス業,0.0084%,TOPIX Small 1
